PID_22,YR_REMODEL_22,RES_FLOOR_22,GROSS_AREA_22,LIVING_AREA_22,BED_RMS_22,FULL_BTH_22,HLF_BTH_22,KITCHEN_22,TT_RMS_22,INT_COND_RANK_22,EXT_COND_RANK_22,OVERALL_COND_RANK_22,BTHRM_STYLE1_RANK_22,BTHRM_STYLE2_RANK_22,KITCHEN_STYLE1_RANK_22,KITCHEN_TYPE_RANK_22,YR_REMODEL_17,RES_FLOOR_17,GROSS_AREA_17,LIVING_AREA_17,BED_RMS_17,FULL_BTH_17,HLF_BTH_17,KITCHEN_17,TT_RMS_17,INT_COND_RANK_17,EXT_COND_RANK_17,OVERALL_COND_RANK_17,BTHRM_STYLE1_RANK_17,BTHRM_STYLE2_RANK_17,KITCHEN_STYLE1_RANK_17,RES_FLOOR_CHG_IND,RES_FLOOR_CHG,GROSS_AREA_CHG_IND,GROSS_AREA_CHG,LIVING_AREA_CHG_IND,LIVING_AREA_CHG,BED_RMS_CHG_IND,BED_RMS_CHG,TT_RMS_CHG_IND,TT_RMS_CHG,FULL_BTH_CHG_IND,FULL_BTH_CHG,HLF_BTH_CHG_IND,HLF_BTH_CHG,KITCHEN_CHG_IND,KITCHEN_CHG,INT_COND_RANK_CHG_IND,INT_COND_RANK_CHG,EXT_COND_RANK_CHG_IND,EXT_COND_RANK_CHG,OVERALL_COND_RANK_CHG_IND,OVERALL_COND_RANK_CHG,BTHRM_STYLE1_RANK_CHG_IND,BTHRM_STYLE1_RANK_CHG,BTHRM_STYLE2_RANK_CHG_IND,BTHRM_STYLE2_RANK_CHG,KITCHEN_STYLE1_RANK_CHG_IND,KITCHEN_STYLE1_RANK_CHG,REMODEL_EVER_FLAG,REMODEL_LAST_5YR
1800301000,,2,3114.6,2073.6,4,2,0,1,7,3,3,3,2,2,3,1,0,2,3633,2074,4,2,0,1,7,3,3,3,2,2,3,0,0,0,-518.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800302010,,2,3202,1996,4,3,0,1,6,4,4,4,3,3,3,1,,,0,0,,,,,,,,,,,,0,,1,3202,1,1996,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
1800304000,2013,2,2836,1768,4,2,0,1,8,4,4,4,3,3,3,1,2013,2,2836,1768,4,2,0,1,8,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800306000,2009,2,2093.3,1240,4,1,1,1,7,4,3,3,3,3,3,1,2009,2,2120,1240,4,1,1,1,7,4,3,3,3,3,3,0,0,0,-26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800307000,2018,2,2012,1329,4,1,1,1,7,4,3,3,3,3,3,1,0,2,2012,1329,4,1,1,1,7,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
1800308000,2009,2,2224,1404,4,1,1,1,7,3,3,3,3,2,3,1,2009,2,2224,1404,4,1,1,1,7,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800321000,2019,1.5,2530,1547,2,1,1,1,6,3,3,3,2,2,3,1,0,1.5,2803,1547,2,1,1,1,6,3,3,3,2,2,2,0,0,0,-273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1800322000,2016,2,1920,1260,3,1,0,1,6,3,3,3,2,,3,0,1960,2,1920,1260,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0
1800323000,1960,2,2328,1500,3,1,1,1,7,3,4,3,2,2,2,1,1960,2,2688,1500,3,1,1,1,7,3,4,3,2,2,2,0,0,0,-360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800325000,,1,1935.5,1445.5,3,2,0,1,8,4,3,3,2,2,2,1,0,1,1960,1446,3,2,0,1,8,4,3,3,2,2,2,0,0,0,-24.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800340000,,1.5,2363.2,1387.2,4,1,0,1,8,3,3,3,1,,1,1,0,1.5,2608,1387,4,1,0,1,8,3,3,3,1,,1,0,0,0,-244.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800341000,,2,2873.4,1977.4,4,2,0,1,7,4,3,3,3,3,3,1,0,2,3243,1977,4,2,0,1,7,4,3,3,3,3,3,0,0,0,-369.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800343000,,2,5370,3595,4,2,0,1,10,3,4,4,2,2,3,1,0,2,5370,3595,4,2,0,1,10,3,4,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800346000,,2,2350.5,1376,3,1,0,1,6,3,3,3,3,,3,1,0,2,2360,1376,3,1,0,1,6,3,3,3,3,,3,0,0,0,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800354000,,2,3650,2428,5,2,0,1,11,3,3,3,2,2,2,1,0,2,4220,2428,5,2,0,1,11,3,3,3,2,2,2,0,0,0,-570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800355000,,1,1963.6,1491.6,3,1,1,1,5,3,3,3,3,3,3,1,0,1,2416,1492,3,1,1,1,5,3,3,3,3,3,3,0,0,0,-452.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800356000,,1,2226.15,1036,3,1,0,1,5,3,4,4,2,,3,1,0,1,2265,1036,3,1,0,1,5,3,4,4,2,,3,0,0,0,-38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800357000,,1,2125,1018,3,1,0,1,7,3,3,3,2,,2,1,0,1,2125,1018,3,1,0,1,7,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800378005,,2,2667,1778,4,2,0,2,8,3,3,3,2,2,2,1,0,2,2667,1778,6,2,0,2,10,3,3,3,2,2,2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800381013,,2,2843.1,1756,4,2,0,1,10,3,3,3,1,1,2,0,0,2,2887,1756,4,2,0,1,10,3,3,3,1,1,2,0,0,0,-43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800382002,2020,2,2204,1372,3,1,1,1,7,3,3,3,2,3,3,1,0,2,2204,1372,3,1,1,1,7,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1800382003,1988,1,2161.2,1040,2,1,0,1,5,3,3,3,2,,2,1,1988,1,2200,1040,2,1,0,1,6,3,3,3,2,,2,0,0,0,-38.8,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800382004,1988,1,2782,1282,3,1,0,1,5,3,3,3,2,,2,1,1988,1,2782,1282,3,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800382005,,1,2392,1144,3,1,1,1,6,3,3,3,3,2,3,1,0,1,2392,1144,3,1,1,1,6,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800382006,,2,2354.8,1372,3,1,1,1,7,3,3,3,2,2,2,1,0,2,2380,1372,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800382045,,2,4408,2912,5,3,0,1,9,4,4,4,3,3,3,1,,2,4408,2912,5,3,0,1,9,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800384004,,2,2570,1666,4,1,1,1,7,3,4,3,2,2,2,1,0,2,2570,1666,4,1,1,1,7,3,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385008,2001,2,2267,1320,3,1,1,1,6,4,4,4,3,3,3,1,2001,2,2267,1320,3,1,1,1,6,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800385009,1984,1,1820.8,968.8,3,1,0,1,6,3,3,3,2,,2,1,1984,1,2236,969,3,1,0,1,6,3,3,3,2,,2,0,0,0,-415.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800385015,,1,2480,1313,3,1,1,1,7,3,3,3,2,1,2,1,,1,2963,1313,3,1,1,1,7,3,3,3,2,1,2,0,0,0,-483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385017,2015,1,2372,1584,3,2,0,1,6,4,4,4,3,3,3,1,2015,1,2108,924,3,2,0,1,6,4,4,4,3,3,3,0,0,1,264,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800385018,,1.5,1898,1154,3,2,0,1,7,3,3,3,2,2,2,1,0,1.5,2096,1154,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-198,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385019,,2,2634.75,1496,4,2,0,1,8,4,4,4,3,3,3,1,0,2,2665,1496,4,2,0,1,8,4,4,4,3,3,3,0,0,0,-30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385020,,1,1759.5,968.8,3,1,1,1,8,3,3,3,2,2,2,1,0,1,2192,969,3,1,1,1,8,3,3,3,2,2,2,0,0,0,-432.5,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385021,,1,1791.5,968.8,3,1,1,1,8,3,3,3,2,2,2,1,0,1,2224,969,3,1,1,1,8,3,3,3,2,2,2,0,0,0,-432.5,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800385022,,1,2208,1004,3,1,1,1,5,3,3,3,2,2,3,1,0,1,2208,1004,3,1,1,1,5,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800388000,1975,1,2407.3,1148,4,2,0,1,8,3,3,3,2,2,2,1,1975,1,2436,1148,4,2,0,1,8,3,3,3,2,2,2,0,0,0,-28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800389000,,2,3225,1870,4,1,1,1,9,3,3,3,2,2,2,1,0,2,3225,1870,4,1,1,1,9,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800390000,,1,2430.75,1126,3,2,0,1,5,3,3,3,2,2,3,1,0,1,2473,1126,3,2,0,1,5,3,3,3,2,2,3,0,0,0,-42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800391000,2019,2,2376.2,1442,3,1,1,1,8,4,4,4,3,2,3,1,1980,2,2396,1442,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-19.8,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1800393000,2005,2,3479.6,2485.6,5,2,1,1,9,3,3,3,2,3,2,1,2005,2,3498,2486,5,2,1,1,9,3,3,3,2,3,2,0,0,0,-18.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800394000,,2,2612,1570,4,1,1,1,6,3,3,3,2,2,2,1,0,2,2612,1570,4,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800395000,2002,2,2714,1596,3,1,1,1,6,3,3,3,3,3,3,1,2002,2,2724,1596,3,1,1,1,6,3,3,3,3,3,3,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800396000,1970,2,1938,1274,3,1,1,1,5,3,3,3,2,2,2,1,1970,2,1938,1274,3,1,1,1,5,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800397000,1970,2,2256,1396,3,1,0,1,7,4,3,3,3,,3,1,1970,2,2256,1396,3,1,0,1,7,4,3,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800398000,1974,2,3148,1632,3,1,0,1,8,3,4,3,2,,2,1,1974,2,3148,1632,3,1,0,1,8,3,4,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800399000,1970,2,2224,1428,3,1,1,1,6,3,3,3,2,2,2,1,1970,2,2224,1428,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800400000,1975,1,1865.05,907,2,1,0,1,5,3,3,3,2,,2,0,1975,1,1890,907,2,1,0,1,5,3,3,3,2,,2,0,0,0,-24.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800401000,,2,2282.9,1517,3,2,0,1,8,3,4,4,2,2,2,0,0,2,2309,1517,3,2,0,1,8,3,4,4,2,3,2,0,0,0,-26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
1800402000,1970,2,2170,1372,3,1,1,1,6,3,3,3,2,2,2,1,1970,2,2170,1372,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800403000,2019,1,2737.35,1397,3,1,1,1,7,3,3,3,3,3,3,1,2003,1,2781,1397,3,1,1,1,7,3,3,3,2,3,3,0,0,0,-43.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1800404000,1965,1,2136,1014,2,1,0,1,4,3,4,3,2,,2,1,1965,1,2136,1014,2,1,0,1,4,3,4,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800407000,1960,1,1784,892,2,1,0,1,5,3,3,3,2,,2,1,1960,1,1784,892,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800408000,1970,1,1784,892,2,1,0,1,4,3,3,3,2,,2,0,1970,1,1784,892,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800409000,2018,2.5,4272,2872,3,1,1,1,6,4,4,4,3,3,3,1,1970,2,2236,1468,3,1,1,1,6,3,3,3,2,2,2,1,0.5,1,2036,1,1404,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1800411000,1975,1,1706.4,864,2,1,0,1,7,3,3,3,2,,2,1,1975,1,1728,864,2,1,0,1,7,3,3,3,2,,2,0,0,0,-21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800420000,2016,2,2619,1620,5,2,1,1,8,3,4,3,2,2,3,1,0,2,2619,1620,5,2,1,1,8,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
1800422000,1980,2,2871.8,1656.8,2,2,0,2,10,3,3,3,2,2,2,0,1980,2,3275,1657,2,2,0,2,10,3,3,3,2,2,2,0,0,0,-403.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800427000,1978,1,2086.4,1024,3,1,0,1,5,3,3,3,2,,2,1,1978,1,2112,1024,3,1,0,1,5,3,3,3,2,,2,0,0,0,-25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800428000,2010,2,2568.4,1288,4,1,1,1,7,3,3,3,3,2,3,1,2010,2,2584,1288,4,1,1,1,7,3,3,3,3,2,3,0,0,0,-15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800429000,2005,2,2332,1278,4,1,0,1,6,3,3,3,2,,3,1,2005,2,2332,1278,4,1,0,1,6,3,3,3,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800430000,1984,2,2211,1275,3,1,1,1,7,3,3,3,2,2,1,1,1984,2,2211,1275,3,1,1,1,7,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800450000,2005,2,3161,1685,4,1,1,1,7,3,3,3,2,2,2,1,2005,2,3161,1685,4,1,1,1,7,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800465000,1970,1,1608,744,2,1,0,1,5,3,3,3,2,,2,1,1970,1,1608,744,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800467000,1984,1,2153.6,1221.6,3,1,1,1,6,3,3,3,2,2,2,1,1984,1,2600,1222,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-446.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800470000,2010,1.5,2676.1,2258.1,4,3,1,1,8,4,3,3,2,2,3,1,2010,1.5,2992,2258,4,3,1,1,8,4,3,3,2,2,3,0,0,0,-315.9,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800472000,,1,3434.8,1935.8,4,1,1,1,8,3,3,3,2,2,2,1,0,1,4174,1936,4,1,1,1,8,3,3,3,2,2,2,0,0,0,-739.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800473000,1960,2,2282,1416,3,1,0,1,6,3,3,3,2,,2,1,1960,2,2282,1416,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800477000,,1,2465.2,1285.2,3,1,0,1,6,3,3,3,2,,2,1,0,1,3016,1285,3,1,0,1,6,3,3,3,2,,2,0,0,0,-550.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800480000,,2,2874,1820,4,1,1,1,9,3,3,3,2,2,2,1,0,2,2874,1820,4,1,1,1,9,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800481000,2009,2,2824.85,1836,4,2,1,2,10,3,3,3,2,2,2,1,2009,2,2857,1836,4,2,1,2,10,3,3,3,2,2,2,0,0,0,-32.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800485000,1977,2,2184,1344,3,1,1,1,7,4,3,3,2,2,2,1,1977,2,2184,1344,3,1,1,1,7,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800486000,1970,2,2329,1326,3,2,0,1,7,3,3,3,2,2,2,1,1970,2,2329,1326,3,2,0,1,7,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800487000,1983,1,2707.3,1188,3,1,1,1,8,4,3,3,2,2,2,1,1983,1,2737,1188,3,1,1,1,8,4,3,3,2,2,2,0,0,0,-29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800489000,1970,2,1781,1129,3,1,1,1,6,3,3,3,2,2,2,1,1970,2,1781,1129,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800490000,1975,2,2272,1412,3,1,1,1,8,3,3,3,2,2,2,1,1975,2,2272,1412,3,1,1,1,8,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800491000,1970,1,2697.85,1245,3,1,1,1,7,3,3,3,2,2,2,0,1970,1,2729,1245,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-31.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800494000,,2,2479,1585,5,2,1,1,9,4,3,3,2,2,3,1,0,2,2479,1585,5,2,1,1,9,4,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800503000,1965,2,2408.7,1442,4,2,1,1,8,3,3,3,2,2,2,1,1965,2,2437,1442,4,2,1,1,8,3,3,3,2,2,2,0,0,0,-28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800504000,2005,2,2666.4,1648.4,4,1,1,1,8,3,3,3,2,2,3,1,1975,2,3072,1648,4,1,1,1,6,3,3,3,2,2,3,0,0,0,-405.6,1,0.4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800505000,1970,2,2346,1260,3,1,0,1,7,3,3,3,3,,2,1,1970,2,2346,1260,3,1,0,1,7,3,3,3,3,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
1800506000,1970,2,2613.65,1634,6,1,1,1,9,4,3,3,2,2,2,1,1970,2,2638,1634,6,1,1,1,9,4,3,3,2,2,2,0,0,0,-24.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800507000,2018,1,3727.6,2156.8,3,1,1,1,5,3,3,3,3,2,3,1,0,1,3189,1568,3,1,1,1,5,3,3,3,2,2,3,0,0,1,538.6,1,588.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1800515000,,2,3874,2502,4,1,1,1,10,4,4,4,3,3,3,1,0,2,3874,2502,4,1,1,1,10,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800519000,,2,2788,1743,3,2,1,1,6,4,4,4,3,3,3,1,0,2,2518,1483,4,2,0,1,8,3,2,2,1,1,1,0,0,1,270,1,260,0,-1,0,-2,0,0,1,1,0,0,1,1,1,2,1,2,1,2,1,2,1,2,0,0
1800521000,,1.5,2125.6,1171.6,3,1,0,1,6,3,3,3,2,,2,1,0,1.5,1798,1172,3,1,0,1,6,3,3,3,2,,2,0,0,1,327.6,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800522000,1994,2,3889,2370,4,2,0,1,8,4,3,3,3,3,3,1,1994,2,3889,2370,4,2,0,1,8,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800525000,2019,2,3406.6,1593.6,3,2,0,1,8,3,3,3,2,3,2,1,0,2,3149,1594,3,1,0,1,8,3,3,3,2,,2,0,0,1,257.6,0,-0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1
1800528000,2004,2,4031,2570,4,2,0,1,11,3,3,3,3,2,3,1,2004,2,4031,2570,4,1,1,1,7,3,3,3,3,2,3,0,0,0,0,0,0,0,0,1,4,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800529000,,2,3035,1938,5,1,0,1,7,3,4,3,2,,2,1,0,2,3227,1938,5,1,0,1,7,3,4,3,2,,2,0,0,0,-192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1800530001,,1.5,1538.1,951,4,2,0,1,8,3,3,3,2,2,2,1,0,1.5,1722,951,4,2,0,1,8,3,3,3,2,2,2,0,0,0,-183.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800531002,,1,1368.35,744,3,2,1,2,6,3,3,3,1,2,1,1,0,1,1388,744,3,2,1,2,6,3,3,3,1,2,1,0,0,0,-19.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800531003,,1.5,2279.8,1387.2,2,1,1,1,5,3,3,3,2,2,2,1,0,1.5,2545,1387,2,1,1,1,5,3,3,3,2,2,2,0,0,0,-265.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800531005,1953,1,1900,868,2,1,1,1,5,3,3,3,2,2,2,1,1953,1,1900,868,2,1,1,1,5,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800531006,,1.5,2200.7,1346.4,2,1,1,1,6,3,3,3,2,2,2,1,0,1.5,2468,1346,2,1,1,1,6,3,3,3,2,2,2,0,0,0,-267.3,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800531007,,1.5,2234.4,1346.4,3,1,1,1,6,3,3,3,2,2,2,1,0,1.5,2472,1346,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-237.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800531008,,1,2596.45,1268,3,1,1,1,6,3,3,3,2,2,2,1,0,1,2644,1268,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-47.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
